word;ua_word;date;week_date;month_date;level
loss ;"втрати, збитки; програш ";1.0;1.0;1.0;1.0
lost ;втрачений ;1.0;1.0;1.0;1.0
lake ;озеро ;1.0;1.0;1.0;1.0
load ;завантажувати, вантаж ;1.0;1.0;1.0;1.0
loan ;позика, позичати (комусь) ;1.0;1.0;1.0;1.0
lend ;позичати, позичити ;1.0;1.0;1.0;1.0
leaf ;лист, листок, листя ;1.0;1.0;1.0;1.0
lean ;"збіднений, виснажений, пісний; нахилятися";1.0;1.0;1.0;1.0
link ;"посилання (в інтернеті); з'єднувати, зв'язувати, зв'язок, сполучна ланка";1.0;1.0;1.0;1.0
lord ;володар, лорд ;1.0;1.0;1.0;1.0
loose ;вільний, рухомий, незакріплений ;1.0;1.0;1.0;1.0
luck ;удача ;1.0;1.0;1.0;1.0
mad ;божевільний ;1.0;1.0;1.0;1.0
mass ;маса ;1.0;1.0;1.0;1.0
match ;"матч, змагання; співпадати, підходити";1.0;1.0;1.0;1.0
mail ;пошта ;1.0;1.0;1.0;1.0
male ;чоловік ;1.0;1.0;1.0;1.0
maintain ;підтримувати в робочому стані, зберігати, експлуатувати;1.0;1.0;1.0;1.0
majority ;більшість, більша частина ;1.0;1.0;1.0;1.0
meal ;"їжа; борошно ";1.0;1.0;1.0;1.0
mix ;змішувати, суміш ;1.0;1.0;1.0;1.0
mud ;болото, бруд ;1.0;1.0;1.0;1.0
might ;"можливо; міць, могутність ";1.0;1.0;1.0;1.0
knock ;стукіт ;1.0;1.0;1.0;1.0
nail ;"цвях; ніготь ";1.0;1.0;1.0;1.0
nurse ;медсестра, нянька ;1.0;1.0;1.0;1.0
know ;знати, розуміти ;1.0;1.0;1.0;1.0
knew ;знав ;1.0;1.0;1.0;1.0
known ;відомий, відомо ;1.0;1.0;1.0;1.0
nephew ;племінник ;1.0;1.0;1.0;1.0
nest ;гніздо, вкладати, вкласти ;1.0;1.0;1.0;1.0
knee ;коліно ;1.0;1.0;1.0;1.0
niece ;племінниця ;1.0;1.0;1.0;1.0
none ;ніхто, нічого ;1.0;1.0;1.0;1.0
ought ;повинен ;1.0;1.0;1.0;1.0
pipe ;труба (або музична, або газо- водо- провідна);1.0;1.0;1.0;1.0
passenger ;пасажир ;1.0;1.0;1.0;1.0
pound ;"фунт (вага); фунт (стерлінгів); удар";1.0;1.0;1.0;1.0
path ;шлях ;1.0;1.0;1.0;1.0
pot ;каструля, горщик ;1.0;1.0;1.0;1.0
pale ;"блідий, тьмяний; паля ";1.0;1.0;1.0;1.0
perform ;виконувати, здійснювати ;1.0;1.0;1.0;1.0
permit ;дозволяти ;1.0;1.0;1.0;1.0
percent ;відсоток ;1.0;1.0;1.0;1.0
persuade ;переконувати ;1.0;1.0;1.0;1.0
particular ;подробиці, деталі ;1.0;1.0;1.0;1.0
particularly ;особливо ;1.0;1.0;1.0;1.0
possess ;володіти, мати ;1.0;1.0;1.0;1.0
performance ;продуктивність ;1.0;1.0;1.0;1.0
per ;в, на, за (наприкл. кілометрів за годину, точок на дюйм);1.0;1.0;1.0;1.0
pure ;чистий ;1.0;1.0;1.0;1.0
pleased ;задоволений, радий ;1.0;1.0;1.0;1.0
pour ;литися, лити ;1.0;1.0;1.0;1.0
primarily ;в першу чергу, насамперед ;1.0;1.0;1.0;1.0
proud ;гордий ;1.0;1.0;1.0;1.0
proposal ;пропозиція ;1.0;1.0;1.0;1.0
prevent ;запобігати, перешкоджати ;1.0;1.0;1.0;1.0
proof ;доказ ;1.0;1.0;1.0;1.0
pool ;"басейн; пул ";1.0;1.0;1.0;1.0
rice ;рис ;1.0;1.0;1.0;1.0
rail ;рейка, поруччя ;1.0;1.0;1.0;1.0
row ;"ряд, рядок; гвалт, скандал ";1.0;1.0;1.0;1.0
role ;роль ;1.0;1.0;1.0;1.0
rope ;мотузка ;1.0;1.0;1.0;1.0
rare ;рідкісний ;1.0;1.0;1.0;1.0
rent ;"оренда, орендувати; рента ";1.0;1.0;1.0;1.0
reduce ;зменшувати ;1.0;1.0;1.0;1.0
refer ;"посилати(ся), послати(ся) (refer to - послатися на); відсилати";1.0;1.0;1.0;1.0
refuse ;відмовляти(ся), відмовити(ся) ;1.0;1.0;1.0;1.0
reflect ;"відображати, відбивати(ся) (від дзеркала); поміркувати, задумуватися";1.0;1.0;1.0;1.0
regard ;"стосуватися; вважати; розглядати; повага";1.0;1.0;1.0;1.0
require ;вимагати, потребувати ;1.0;1.0;1.0;1.0
requirement ;вимога ;1.0;1.0;1.0;1.0
request ;"запит, робити запит; прохання ";1.0;1.0;1.0;1.0
relation ;звязок, стосунок ;1.0;1.0;1.0;1.0
release ;"реліз, випуск; звіальнення, вивільнення";1.0;1.0;1.0;1.0
remind ;нагадувати, нагадати ;1.0;1.0;1.0;1.0
remark ;зауваження ;1.0;1.0;1.0;1.0
remove ;вилучити, видалити ;1.0;1.0;1.0;1.0
repair ;ремонт, ремонтувати ;1.0;1.0;1.0;1.0
replace ;замінювати ;1.0;1.0;1.0;1.0
research ;досліджувати, дослідження ;1.0;1.0;1.0;1.0
respond ;реагувати, відзиватися ;1.0;1.0;1.0;1.0
response ;відповідь, відгук, реакція ;1.0;1.0;1.0;1.0
responsible ;відповідальний ;1.0;1.0;1.0;1.0
reveal ;"показувати; виявляти, розкривати ";1.0;1.0;1.0;1.0
reserve ;"резерв, резервний, зарезервувати; резервація, заповідник";1.0;1.0;1.0;1.0
relationship ;взаємозв'язок, взаємовідносини ;1.0;1.0;1.0;1.0
responsibility ;відповідальність;1.0;1.0;1.0;1.0
root ;корінь ;1.0;1.0;1.0;1.0
roof ;дах ;1.0;1.0;1.0;1.0
rub ;терти, натирати ;1.0;1.0;1.0;1.0
rush ;квапитися, нестися, кидатися ;1.0;1.0;1.0;1.0
sock ;шкарпетка ;1.0;1.0;1.0;1.0
solve ;"вирішити, вирішувати,
розв'язувати";1.0;1.0;1.0;1.0
suspect ;підозрювати, підозрюваний ;1.0;1.0;1.0;1.0
successful ;успішний ;1.0;1.0;1.0;1.0
succeed ;"досягти успіхів, добитися; успадкувати";1.0;1.0;1.0;1.0
soul ;душа, дух ;1.0;1.0;1.0;1.0
seek ;шукати ;1.0;1.0;1.0;1.0
seed ;насіння ;1.0;1.0;1.0;1.0
severe ;важкий, суворий ;1.0;1.0;1.0;1.0
signifcant ;значний, істотний ;1.0;1.0;1.0;1.0
sick ;хворий ;1.0;1.0;1.0;1.0
silk ;шовк ;1.0;1.0;1.0;1.0
sink ;"потонути, тонути; раковина ";1.0;1.0;1.0;1.0
scale ;шкала, масштаб, масштабувати ;1.0;1.0;1.0;1.0
skirt ;спідниця ;1.0;1.0;1.0;1.0
slide ;"ковзати, ковзання; слайд ";1.0;1.0;1.0;1.0
slight ;"незначний, слабкий; зневага, неповага";1.0;1.0;1.0;1.0
slip ;ковзання, ковзати, посковзнутися, вислизнути;1.0;1.0;1.0;1.0
source ;джерело ;1.0;1.0;1.0;1.0
soil ;грунт, земля ;1.0;1.0;1.0;1.0
spite ;"Злоба; (in spite of) попри те, всупереч тому";1.0;1.0;1.0;1.0
spot ;"місце; пляма, цятка ";1.0;1.0;1.0;1.0
speech ;мова, промова ;1.0;1.0;1.0;1.0
split ;розщеплювати, розколювати, розкол, розрив;1.0;1.0;1.0;1.0
spread ;поширювати, поширення ;1.0;1.0;1.0;1.0
spoon ;ложка ;1.0;1.0;1.0;1.0
stamp ;друк, штамп, марка, штампувати ;1.0;1.0;1.0;1.0
staff;персонал, штат ;1.0;1.0;1.0;1.0
stock ;"акції; фонд; запас ";1.0;1.0;1.0;1.0
stretch ;розтягувати, розтягуватися ;1.0;1.0;1.0;1.0
stream ;потік ;1.0;1.0;1.0;1.0
string ;рядок, струна, нитка ;1.0;1.0;1.0;1.0
stuff;матеріал ;1.0;1.0;1.0;1.0
sum ;сума ;1.0;1.0;1.0;1.0
sweep ;"змітати; мести, замітати; нестися (на повній швидкості)";1.0;1.0;1.0;1.0
shout ;кричати, вигукувати ;1.0;1.0;1.0;1.0
shade ;тінь ;1.0;1.0;1.0;1.0
shame ;ганьба, сором ;1.0;1.0;1.0;1.0
sheet ;лист, аркуш ;1.0;1.0;1.0;1.0
shore ;берег ;1.0;1.0;1.0;1.0
tax ;податок, податковий, оподаткувати;1.0;1.0;1.0;1.0
tape ;стрічка ;1.0;1.0;1.0;1.0
taste ;смак, пробувати, смакувати ;1.0;1.0;1.0;1.0
tend ;"мати тенденцію; прямувати; доглядати, піклуватися";1.0;1.0;1.0;1.0
threat ;"загроза, небезпека; погроза ";1.0;1.0;1.0;1.0
ice-cream ;морозиво ;1.0;1.0;1.0;1.0
mile ;миля ;1.0;1.0;1.0;1.0
military ;військовий ;1.0;1.0;1.0;1.0
mineral ;мінерал, мінеральний ;1.0;1.0;1.0;1.0
minister ;"міністр; служити ";1.0;1.0;1.0;1.0
mirror ;дзеркало ;1.0;1.0;1.0;1.0
missing ;відсутній ;1.0;1.0;1.0;1.0
model ;модель ;1.0;1.0;1.0;1.0
modern ;сучасний, модерн ;1.0;1.0;1.0;1.0
motor ;двигун ;1.0;1.0;1.0;1.0
mouse ;миша ;1.0;1.0;1.0;1.0
"mum / mom /
mommy";мама;1.0;1.0;1.0;1.0
museum ;музей ;1.0;1.0;1.0;1.0
myself ;сам, собі, себе ;1.0;1.0;1.0;1.0
nation ;нація, народ ;1.0;1.0;1.0;1.0
native ;рідний ;1.0;1.0;1.0;1.0
nearby ;"довколишній; неподалік, поблизу ";1.0;1.0;1.0;1.0
negative ;негативний ;1.0;1.0;1.0;1.0
net ;"чистий, нетто; сітка, мережа ";1.0;1.0;1.0;1.0
normal ;нормальний ;1.0;1.0;1.0;1.0
northern ;північний ;1.0;1.0;1.0;1.0
notebook ;"ноутбук; блокнот ";1.0;1.0;1.0;1.0
nowhere ;ніде, нікуди ;1.0;1.0;1.0;1.0
nut ;"гайка; горіх ";1.0;1.0;1.0;1.0
occupy ;займати, окупувати ;1.0;1.0;1.0;1.0
ocean ;океан ;1.0;1.0;1.0;1.0
oh ;ой ;1.0;1.0;1.0;1.0
ok ;гаразд ;1.0;1.0;1.0;1.0
operate ;"працювати, діяти; керувати, оперувати";1.0;1.0;1.0;1.0
organization ;організація;1.0;1.0;1.0;1.0
organize ;організувати ;1.0;1.0;1.0;1.0
origin ;походження, джерело, початок ;1.0;1.0;1.0;1.0
original ;оригінал, оригінальний ;1.0;1.0;1.0;1.0
ours ;наш, наша, наші ;1.0;1.0;1.0;1.0
ourselves ;себе, собі, самі ;1.0;1.0;1.0;1.0
pack ;пакет, упаковка, пакувати ;1.0;1.0;1.0;1.0
package ;пакет, пакунок ;1.0;1.0;1.0;1.0
painting ;живопис, розфарбовування, картина;1.0;1.0;1.0;1.0
partner ;партнер ;1.0;1.0;1.0;1.0
pause ;пауза ;1.0;1.0;1.0;1.0
perfect ;ідеальний, досконалий ;1.0;1.0;1.0;1.0
perfectly ;відмінно, чудово ;1.0;1.0;1.0;1.0
personal ;особистий, персональний ;1.0;1.0;1.0;1.0
photograph ;фотографія, фотознімок ;1.0;1.0;1.0;1.0
physical ;фізичний ;1.0;1.0;1.0;1.0
pig ;свиня ;1.0;1.0;1.0;1.0
pity ;жаль, жалість ;1.0;1.0;1.0;1.0
plain ;"рівнина; простий; просто, ясно ";1.0;1.0;1.0;1.0
player ;"гравець; програвач ";1.0;1.0;1.0;1.0
pleasure ;задоволення ;1.0;1.0;1.0;1.0
pocket ;кишеня, кишеньковий ;1.0;1.0;1.0;1.0
poem ;вірш, поема ;1.0;1.0;1.0;1.0
poet ;поет ;1.0;1.0;1.0;1.0
poetry ;поезія ;1.0;1.0;1.0;1.0
policeman ;поліцейський ;1.0;1.0;1.0;1.0
policy ;політика ;1.0;1.0;1.0;1.0
politics ;політика ;1.0;1.0;1.0;1.0
popular ;популярний ;1.0;1.0;1.0;1.0
population ;населення, популяція ;1.0;1.0;1.0;1.0
positive ;позитивний ;1.0;1.0;1.0;1.0
post-ofce ;поштове відділення ;1.0;1.0;1.0;1.0
potato ;картопля ;1.0;1.0;1.0;1.0
potential ;потенціал ;1.0;1.0;1.0;1.0
powerful ;потужний ;1.0;1.0;1.0;1.0
practical ;практичний ;1.0;1.0;1.0;1.0
prefer ;віддавати перевагу ;1.0;1.0;1.0;1.0
president ;президент ;1.0;1.0;1.0;1.0
prime ;головний, первинний ;1.0;1.0;1.0;1.0
principle ;принцип ;1.0;1.0;1.0;1.0
print ;друк, надрукувати ;1.0;1.0;1.0;1.0
prison ;в'язниця ;1.0;1.0;1.0;1.0
prisoner ;в'язень ;1.0;1.0;1.0;1.0
prize ;приз ;1.0;1.0;1.0;1.0
process ;процес ;1.0;1.0;1.0;1.0
production ;"виробництво; продукція ";1.0;1.0;1.0;1.0
profession ;професія ;1.0;1.0;1.0;1.0
progress ;прогрес ;1.0;1.0;1.0;1.0
project ;проект ;1.0;1.0;1.0;1.0
propose ;пропонувати ;1.0;1.0;1.0;1.0
protect ;захищати, оберігати ;1.0;1.0;1.0;1.0
protection ;захист ;1.0;1.0;1.0;1.0
protest ;протест ;1.0;1.0;1.0;1.0
provision ;"положення; забезпечення, постачання";1.0;1.0;1.0;1.0
publish ;публікувати ;1.0;1.0;1.0;1.0
queen ;королева ;1.0;1.0;1.0;1.0
quietly ;спокійно, тихо, потихеньку ;1.0;1.0;1.0;1.0
rabbit ;кролик ;1.0;1.0;1.0;1.0
reaction ;реакція ;1.0;1.0;1.0;1.0
reader ;читач ;1.0;1.0;1.0;1.0
reality ;реальність ;1.0;1.0;1.0;1.0
realize ;"реалізувати; усвідомити ";1.0;1.0;1.0;1.0
reference ;посилання ;1.0;1.0;1.0;1.0
register ;зареєструвати, реєстр, регістр ;1.0;1.0;1.0;1.0
regular ;"регулярний; правильний ";1.0;1.0;1.0;1.0
relief ;"полегшення; допомога; рельєф ";1.0;1.0;1.0;1.0
religion ;релігія ;1.0;1.0;1.0;1.0
religious ;релігійний ;1.0;1.0;1.0;1.0
republic ;республіка ;1.0;1.0;1.0;1.0
resource ;ресурс ;1.0;1.0;1.0;1.0
review ;"огляд, розглянути; рецензія ";1.0;1.0;1.0;1.0
risk ;ризик ;1.0;1.0;1.0;1.0
rough ;грубо, грубий, грубшати, нерівний, шорсткуватий;1.0;1.0;1.0;1.0
royal ;королівський ;1.0;1.0;1.0;1.0
running ;"біг; той хто біжить ";1.0;1.0;1.0;1.0
safe ;"сейф; надійно; що гарантує безпеку";1.0;1.0;1.0;1.0
safety ;"безпека, безпечність, надійність; запобіжний";1.0;1.0;1.0;1.0
sail ;"вітрило, вітрильний; плавати (під вітрилами)";1.0;1.0;1.0;1.0
salt ;сіль ;1.0;1.0;1.0;1.0
sand ;пісок ;1.0;1.0;1.0;1.0
saving ;економія, ощадливість ;1.0;1.0;1.0;1.0
saw ;пилка, пиляти ;1.0;1.0;1.0;1.0
scene ;сцена, місце дії ;1.0;1.0;1.0;1.0
scientifc ;науковий ;1.0;1.0;1.0;1.0
scientist ;вчений ;1.0;1.0;1.0;1.0
score ;"рахунок; забити (гол) ";1.0;1.0;1.0;1.0
screen ;екран ;1.0;1.0;1.0;1.0
search ;пошук, шукати ;1.0;1.0;1.0;1.0
security ;"безпека; органи безпеки ";1.0;1.0;1.0;1.0
series ;серія, ряд, послідовність ;1.0;1.0;1.0;1.0
servant ;слуга, службовець ;1.0;1.0;1.0;1.0
settle ;"вирішувати, врегулювати; облаштуватися, оселятися";1.0;1.0;1.0;1.0
settlement ;"поселення (human settlement); врегулювання";1.0;1.0;1.0;1.0
sex ;"секс; стать ";1.0;1.0;1.0;1.0
shadow ;тінь ;1.0;1.0;1.0;1.0
sheep ;баран, вівця ;1.0;1.0;1.0;1.0
shelf ;"полиаця; уступ (скелі); шельф ";1.0;1.0;1.0;1.0
shell ;"оболонка; панцир ";1.0;1.0;1.0;1.0
shift ;зсув, переміщення ;1.0;1.0;1.0;1.0
shine ;блиск ;1.0;1.0;1.0;1.0
shock ;"шок; удар ";1.0;1.0;1.0;1.0
shopping ;здійснювати покупки (в магазинах);1.0;1.0;1.0;1.0
shot ;"постріл; миттєвий фотознімок ";1.0;1.0;1.0;1.0
shower ;"душ; злива ";1.0;1.0;1.0;1.0
signal ;сигнал ;1.0;1.0;1.0;1.0
silver ;срібло ;1.0;1.0;1.0;1.0
simply ;просто ;1.0;1.0;1.0;1.0
site ;сайт, місце (перебування) ;1.0;1.0;1.0;1.0
skill ;"вміння; кваліфікація ";1.0;1.0;1.0;1.0
smooth ;гладенький, згладжувати ;1.0;1.0;1.0;1.0
snake ;змія ;1.0;1.0;1.0;1.0
soap ;мило ;1.0;1.0;1.0;1.0
soldier ;солдат ;1.0;1.0;1.0;1.0
somebody ;хтось, дехто ;1.0;1.0;1.0;1.0
somehow ;якось ;1.0;1.0;1.0;1.0
somewhere ;десь ;1.0;1.0;1.0;1.0
southern ;південний ;1.0;1.0;1.0;1.0
speaker ;"промоавець, спікер; колонка (гучномовець)";1.0;1.0;1.0;1.0
specifc ;"специфічний; конкретний ";1.0;1.0;1.0;1.0
spell ;"заклинання; зачаровувати; вимовляти по буквах";1.0;1.0;1.0;1.0
spirit ;"дух (наприкл. “сила людського духу”); спирт";1.0;1.0;1.0;1.0
sport ;спорт ;1.0;1.0;1.0;1.0
stair ;сходинка ;1.0;1.0;1.0;1.0
standard ;стандарт, еталон ;1.0;1.0;1.0;1.0
steady ;"усталений, стабільний; стаціонарний";1.0;1.0;1.0;1.0
steal ;вкрасти, вкрадене майно ;1.0;1.0;1.0;1.0
steam ;пара (водяна) ;1.0;1.0;1.0;1.0
steel ;сталь ;1.0;1.0;1.0;1.0
storm ;шторм ;1.0;1.0;1.0;1.0
stranger ;незнайомець ;1.0;1.0;1.0;1.0
strength ;"міцність; сила ";1.0;1.0;1.0;1.0
stress ;"стрес; напруження ";1.0;1.0;1.0;1.0
structure ;структура ;1.0;1.0;1.0;1.0
stupid ;дурень, дурний ;1.0;1.0;1.0;1.0
style ;стиль ;1.0;1.0;1.0;1.0
substance ;речовина, субстанція ;1.0;1.0;1.0;1.0
sudden ;раптовий ;1.0;1.0;1.0;1.0
suggestion ;пропозиція ;1.0;1.0;1.0;1.0
surround ;оточувати ;1.0;1.0;1.0;1.0
swallow ;ковтати ;1.0;1.0;1.0;1.0
swing ;гойдання, гойдатися ;1.0;1.0;1.0;1.0
tail ;хвіст, хвостовий ;1.0;1.0;1.0;1.0
target ;ціль, цільовий ;1.0;1.0;1.0;1.0
task ;завдання ;1.0;1.0;1.0;1.0
taxi ;таксі ;1.0;1.0;1.0;1.0
team ;команда ;1.0;1.0;1.0;1.0
technical ;технічний ;1.0;1.0;1.0;1.0
tent ;тент, намет ;1.0;1.0;1.0;1.0
terrible ;жахливий ;1.0;1.0;1.0;1.0
text ;текст ;1.0;1.0;1.0;1.0
thanks ;дякую ;1.0;1.0;1.0;1.0
theatre ;театр ;1.0;1.0;1.0;1.0
theirs ;їх, їхнє, їхня, їхній ;1.0;1.0;1.0;1.0
themselves ;самі, себе ;1.0;1.0;1.0;1.0
theory ;теорія ;1.0;1.0;1.0;1.0
throat ;горло, горловина ;1.0;1.0;1.0;1.0
throughout ;"скрізь, всюди; цілком; від початку до кінця; протягом";1.0;1.0;1.0;1.0
thus ;отже, таким чином ;1.0;1.0;1.0;1.0
ticket ;квиток ;1.0;1.0;1.0;1.0
tight ;щільно, тісно, туго ;1.0;1.0;1.0;1.0
tin ;"олово; бляшанка; жерсть ";1.0;1.0;1.0;1.0
tip ;"чайові; наконечник, кінчик ";1.0;1.0;1.0;1.0
tired ;втомлений, виснажений ;1.0;1.0;1.0;1.0
title ;назва, заголовок ;1.0;1.0;1.0;1.0
tongue ;"язик, язичок; манера говорити ";1.0;1.0;1.0;1.0
tonight ;сьогодні ввечері ;1.0;1.0;1.0;1.0
tool ;інструмент, засіб ;1.0;1.0;1.0;1.0
total ;загалом, загальний, тотальний ;1.0;1.0;1.0;1.0
tough ;міцний ;1.0;1.0;1.0;1.0
tour ;тур ;1.0;1.0;1.0;1.0
tourist ;турист ;1.0;1.0;1.0;1.0
tower ;вежа, башта ;1.0;1.0;1.0;1.0
toy ;іграшка ;1.0;1.0;1.0;1.0
track ;"трек, слід; простежувати ";1.0;1.0;1.0;1.0
trafc ;"трафік; рух (на дорогах); потік (інформації)";1.0;1.0;1.0;1.0
training ;навчання, тренування ;1.0;1.0;1.0;1.0
transfer ;передавання, перенесення, трансфер;1.0;1.0;1.0;1.0
translate ;перекладати (мови) ;1.0;1.0;1.0;1.0
transport ;транспорт, транспортувати ;1.0;1.0;1.0;1.0
traveller ;мандрівник ;1.0;1.0;1.0;1.0
treat ;"лікувати; відноситися; задоволення";1.0;1.0;1.0;1.0
treatment ;"лікування; поводження (з чимось, кимось); ставлення (до когось);";1.0;1.0;1.0;1.0
trial ;"суд; випробування (напр. “випробувальний термін”)";1.0;1.0;1.0;1.0
trick ;трюк, омана ;1.0;1.0;1.0;1.0
trust ;довіра ;1.0;1.0;1.0;1.0
truth ;правда, істина ;1.0;1.0;1.0;1.0
tube ;"трубка; тюбик ";1.0;1.0;1.0;1.0
twice ;двічі ;1.0;1.0;1.0;1.0
unable ;нездатний ;1.0;1.0;1.0;1.0
uncle ;дядько ;1.0;1.0;1.0;1.0
underground ;підземний, підземелля, метро ;1.0;1.0;1.0;1.0
unemployment ;безробіття;1.0;1.0;1.0;1.0
union ;союз, об'єднання ;1.0;1.0;1.0;1.0
unit ;"одиниця (чогось), одиничний; блок, вузол";1.0;1.0;1.0;1.0
united ;об'єднаний ;1.0;1.0;1.0;1.0
unknown ;невідомий ;1.0;1.0;1.0;1.0
unless ;"якщо не; хіба що ";1.0;1.0;1.0;1.0
unusual ;незвичайний ;1.0;1.0;1.0;1.0
upper ;верхній ;1.0;1.0;1.0;1.0
urgent ;терміновий, невідкладний ;1.0;1.0;1.0;1.0
useful ;корисний ;1.0;1.0;1.0;1.0
valley ;долина ;1.0;1.0;1.0;1.0
valuable ;цінний ;1.0;1.0;1.0;1.0
value ;значення ;1.0;1.0;1.0;1.0
variety ;різноманітність ;1.0;1.0;1.0;1.0
vegetable ;"рослина; овоч ";1.0;1.0;1.0;1.0
version ;версія ;1.0;1.0;1.0;1.0
victory ;перемога ;1.0;1.0;1.0;1.0
violence ;насильство, насилля ;1.0;1.0;1.0;1.0
visitor ;відвідувач, візитер ;1.0;1.0;1.0;1.0
volume ;"об’єм, обсяг; рівень гучності ";1.0;1.0;1.0;1.0
vote ;голосування, голосувати ;1.0;1.0;1.0;1.0
wage ;зарплата, платити зарплату, плата;1.0;1.0;1.0;1.0
waiter ;офіціант ;1.0;1.0;1.0;1.0
wake ;розбудити, пробуджуватися, розбурхати;1.0;1.0;1.0;1.0
warn ;попереджати ;1.0;1.0;1.0;1.0
warning ;попередження ;1.0;1.0;1.0;1.0
waste ;"відходи; марнувати ";1.0;1.0;1.0;1.0
weapon ;зброя ;1.0;1.0;1.0;1.0
weekend ;вихідні ;1.0;1.0;1.0;1.0
weigh ;важити ;1.0;1.0;1.0;1.0
weight ;вага ;1.0;1.0;1.0;1.0
western ;західний ;1.0;1.0;1.0;1.0
wet ;вологий, мокрий ;1.0;1.0;1.0;1.0
whatever ;"який би не (наприк., “який би не був”); будь-який";1.0;1.0;1.0;1.0
wheel ;колесо ;1.0;1.0;1.0;1.0
whenever ;"коли б не; щоразу (коли) ";1.0;1.0;1.0;1.0
willing ;"готовий, схильний, прихильний; старанний";1.0;1.0;1.0;1.0
wine ;вино ;1.0;1.0;1.0;1.0
wing ;крило ;1.0;1.0;1.0;1.0
wise ;мудрий ;1.0;1.0;1.0;1.0
wonder ;дивина, дивуватися ;1.0;1.0;1.0;1.0
wooden ;дерев’яний ;1.0;1.0;1.0;1.0
wool ;"вовна; вата ";1.0;1.0;1.0;1.0
worker ;працівник ;1.0;1.0;1.0;1.0
working ;робота, робочий ;1.0;1.0;1.0;1.0
worst ;найгірший, найгірше ;1.0;1.0;1.0;1.0
worth ;вартий, вартість ;1.0;1.0;1.0;1.0
wound ;рана, ранити ;1.0;1.0;1.0;1.0
writer ;письменник ;1.0;1.0;1.0;1.0
yard ;"ярд (одиниця довжини); двір ";1.0;1.0;1.0;1.0
yours ;"ваш; своє, своя ";1.0;1.0;1.0;1.0
yourself ;сам, сама, себе ;1.0;1.0;1.0;1.0
yourselves ;собі, собою ;1.0;1.0;1.0;1.0
youth ;молодь, юнак ;1.0;1.0;1.0;1.0
zero ;нульовий, нуль ;1.0;1.0;1.0;1.0
a.m. ;до обіду (скорочено) ;1.0;1.0;1.0;1.0
absent ;відсутній ;1.0;1.0;1.0;1.0
absolute ;абсолютний, абсолют ;1.0;1.0;1.0;1.0
absolutely ;абсолютно ;1.0;1.0;1.0;1.0
acceptance ;прийняття, схвалення ;1.0;1.0;1.0;1.0
access ;доступ ;1.0;1.0;1.0;1.0
accompany ;супроводжувати ;1.0;1.0;1.0;1.0
accordance ;узгоадженість, відповіадність, (наприклад, in accordance with - відповідно до);1.0;1.0;1.0;1.0
accordingly ;відповідно, тому, таким чином ;1.0;1.0;1.0;1.0
accountant ;бухгалтер ;1.0;1.0;1.0;1.0
accurate ;акуратний, точний ;1.0;1.0;1.0;1.0
ache ;біль, боліти ;1.0;1.0;1.0;1.0
achievement ;досягнення ;1.0;1.0;1.0;1.0
acid ;кислота ;1.0;1.0;1.0;1.0
actress ;актриса ;1.0;1.0;1.0;1.0
adequate ;адекватний ;1.0;1.0;1.0;1.0
adjust ;налаштовувати, коректувати ;1.0;1.0;1.0;1.0
admire ;милуватися, любуватися, захоплюватися (кимсь, чимсь);1.0;1.0;1.0;1.0
admission ;доаступ, доапуск, впуск ;1.0;1.0;1.0;1.0
adult ;дорослий, доросла людина ;1.0;1.0;1.0;1.0
advanced ;розширений (наприклад, розширені властивості), просунутий, передовий, прогресивний;1.0;1.0;1.0;1.0
adventure ;пригоди ;1.0;1.0;1.0;1.0
advertise ;рекламувати ;1.0;1.0;1.0;1.0
adviser (advisor) ;порадник, консультант ;1.0;1.0;1.0;1.0
aged ;"у віці (наприклад, “у віці 20 років...”); похилого віку";1.0;1.0;1.0;1.0
agricultural ;сільськогосподарський, землеробський;1.0;1.0;1.0;1.0
agriculture ;сільське господарство ;1.0;1.0;1.0;1.0
aircraft ;літак, літальний апарат ;1.0;1.0;1.0;1.0
airline ;авіалінії ;1.0;1.0;1.0;1.0
alarm ;тривога, сигнал тривоги ;1.0;1.0;1.0;1.0
alike ;однаково, однаковий, такий самий;1.0;1.0;1.0;1.0
allowance ;"кишенькові гроші, грошова допомога; пайок, норма відпуску; знижка (на що-небудь)";1.0;1.0;1.0;1.0
aloud ;уголос ;1.0;1.0;1.0;1.0
alter ;змінювати, переробляти, вносити зміни;1.0;1.0;1.0;1.0
altogether ;в цілому, загалом ;1.0;1.0;1.0;1.0
amuse ;забавляти, розважати ;1.0;1.0;1.0;1.0
analyse (analyze) ;аналізувати ;1.0;1.0;1.0;1.0
anniversary ;"річниця; щорічний ";1.0;1.0;1.0;1.0
anxiety ;тривога ;1.0;1.0;1.0;1.0
apologize ;вибачатися ;1.0;1.0;1.0;1.0
apparent ;видимий, явний, очевидний ;1.0;1.0;1.0;1.0
apparently ;явно, очевидно ;1.0;1.0;1.0;1.0
appreciate ;цінувати ;1.0;1.0;1.0;1.0
arm-chair ;крісло ;1.0;1.0;1.0;1.0
armed ;озброєний ;1.0;1.0;1.0;1.0
arrow ;cтрілка (вказівна), стріла ;1.0;1.0;1.0;1.0
ash ;"попіл; ясен (дерево) ";1.0;1.0;1.0;1.0
aspect ;аспект, сторона, точка зору ;1.0;1.0;1.0;1.0
assembly ;"збірка, комплект; зібрання, асамблея";1.0;1.0;1.0;1.0
